loss	accuracy	val_loss	val_accuracy	lr
1.0952990055084229	0.6666666865348816	0.6656889319419861	0.6153846383094788	0.001
0.6455317735671997	0.8095238208770752	0.6747055053710938	0.6153846383094788	0.001
0.6761717796325684	0.6666666865348816	0.6949151754379272	0.38461539149284363	0.001
1.1714993715286255	0.6190476417541504	0.7079768776893616	0.38461539149284363	0.001
0.9475459456443787	0.78125	0.7059440612792969	0.38461539149284363	0.001
0.5618613958358765	0.761904776096344	0.6963539123535156	0.38461539149284363	0.001
0.5816404223442078	0.7142857313156128	0.6899757385253906	0.38461539149284363	0.00020000001
0.8561472296714783	0.761904776096344	0.6767253875732422	0.5384615659713745	0.00020000001
0.2959449887275696	0.9047619104385376	0.663767397403717	0.692307710647583	0.00020000001
0.7046747803688049	0.7142857313156128	0.6584101319313049	0.7692307829856873	0.00020000001
0.4358024597167969	0.75	0.6493342518806458	0.7692307829856873	0.00020000001
0.7736281156539917	0.8095238208770752	0.6422682404518127	0.7692307829856873	0.00020000001
0.6700471043586731	0.761904776096344	0.6381272673606873	0.6153846383094788	0.00020000001
0.10668276250362396	0.9523809552192688	0.6310423612594604	0.6153846383094788	0.00020000001
0.405212938785553	0.8571428656578064	0.627433180809021	0.6153846383094788	0.00020000001
0.7190130949020386	0.761904776096344	0.6265602111816406	0.6153846383094788	0.00020000001
0.5491032600402832	0.78125	0.6275876760482788	0.6153846383094788	0.00020000001
0.25018659234046936	0.8571428656578064	0.6314817667007446	0.6153846383094788	0.00020000001
0.6910046935081482	0.8125	0.63612961769104	0.6153846383094788	0.00020000001
0.3570787012577057	0.8571428656578064	0.6439872980117798	0.6153846383094788	0.00020000001
0.46881717443466187	0.8095238208770752	0.6561418771743774	0.6153846383094788	0.00020000001
0.5984620451927185	0.8571428656578064	0.6672554016113281	0.6153846383094788	4.0000003e-05
1.1198664903640747	0.6666666865348816	0.6769448518753052	0.6153846383094788	4.0000003e-05
0.6067137122154236	0.78125	0.6909147500991821	0.6153846383094788	4.0000003e-05
0.2945547103881836	0.875	0.7024694681167603	0.6153846383094788	4.0000003e-05
0.6834779381752014	0.8095238208770752	0.7110387086868286	0.6153846383094788	4.0000003e-05
0.45465996861457825	0.8095238208770752	0.7287864685058594	0.6153846383094788	1e-05
0.4910033941268921	0.84375	0.7401010990142822	0.6153846383094788	1e-05
0.562694787979126	0.7142857313156128	0.7531747221946716	0.6153846383094788	1e-05
0.1497982293367386	1.0	0.7614895105361938	0.6153846383094788	1e-05
0.34519875049591064	0.8571428656578064	0.7767834067344666	0.6153846383094788	1e-05
0.430947482585907	0.8125	0.787887454032898	0.6153846383094788	1e-05
0.2951091527938843	0.8571428656578064	0.7984786629676819	0.6153846383094788	1e-05
0.36370107531547546	0.8571428656578064	0.8134710788726807	0.6153846383094788	1e-05
0.728848397731781	0.8095238208770752	0.8309571146965027	0.6153846383094788	1e-05
0.24292251467704773	0.9047619104385376	0.8563255667686462	0.6153846383094788	1e-05
0.28164005279541016	0.8571428656578064	0.8742040395736694	0.6153846383094788	1e-05
0.3688143789768219	0.9047619104385376	0.8866684436798096	0.6153846383094788	1e-05
0.37951624393463135	0.84375	0.9014927744865417	0.6153846383094788	1e-05
0.7109275460243225	0.761904776096344	0.9102033972740173	0.6153846383094788	1e-05
0.6157793998718262	0.761904776096344	0.9242989420890808	0.6153846383094788	1e-05
0.30718719959259033	0.8125	0.9392213225364685	0.6153846383094788	1e-05
0.41560158133506775	0.8095238208770752	0.9544211626052856	0.6153846383094788	1e-05
0.6790828704833984	0.761904776096344	0.9763187170028687	0.6153846383094788	1e-05
0.5961424112319946	0.71875	0.9843068718910217	0.6153846383094788	1e-05
0.35547369718551636	0.9047619104385376	0.987126886844635	0.6153846383094788	1e-05
0.20605535805225372	0.9375	1.0010077953338623	0.6153846383094788	1e-05
0.6124135255813599	0.761904776096344	1.0039944648742676	0.6153846383094788	1e-05
0.5271478891372681	0.7142857313156128	1.0245767831802368	0.6153846383094788	1e-05
0.3347739577293396	0.9047619104385376	1.043570876121521	0.6153846383094788	1e-05
